,仟鑽(簽證),1,24421425,480300982,簽證,,,,,,,V, V ,V,V,V,V,V,110.05.16,110.05.24(第二次)," 1,104,253 ",110.05.18群嘉, 紜 ,110.05.24,V,, 110.05.24 ,110.05.28,,,,,,,,
,全正(簽證),1,45147970,480301585,簽證,,,,,,,V, X ,X,X,V,V,V,110.05.16,110.05.16," 202,124 ",110.05.18群嘉, 紜 ,110.05.24,V,, 110.05.24 ,110.05.28,,,,,,,,
,邦晉(簽證),2,96886718,490835134,簽證,,,,,,,V,,,,,,,110.06.03,," 1,122,202 ",110.06.18霖, 紜 ,V,V,, 110.06.18 ,110.06.30,,,,,,,,
,亞馬遜(簽證),1,42897915,480527961,簽證,,,,,,,V, V , V , V , V , V , V ,110.06.17,," 846,298 ",110.06.16霖, 紜 ,V,V,, 110.06.17 ,110.06.25,,,,,,,,
,森港(簽證),2,80520382,82009332,簽證,,,,,,,V, X ,V,V,V,V,V,110.06.16,," 85,831 ",110.06.22群嘉, 紜 ,V,V,, 110.06.24 ,110.06.30,,,,,,,,
22,迅通海運,,80532970,150807683,簽證,,,,,,,,,,,,,V,110.06.25,," 1,511,671 ",110.06.25, 紜 ,V,V,, 110.06.25 ,分24期,記帳士有看過營所申報書,,,,,,,
18,天青(110.02不在服務),1,24847604 ,470305698 ,,V,V,X, V ,X,V,V, X ,X,V,V,V,V,110.06.30,, -   ,110.06.30群嘉, 紜 ,V,V,, 110.06.30 ,X,,,,,V,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,興大附農 (12月),,10939096,580420637,,,V,V, V ,X,,,,,,,,V,109.12.17,, -   ,109.12.17凱閔, 閔 ,109.12.17,V,, 109.12.17 ,,,,,,,,,
2,快得(簽證),2,22087352?,500206114,簽證,V,V,V,V,X,X,V,V,V,V,V,V,V,110.06.30,," 退稅142,875 ",110.06.30凱閔, 閔 ,110.06.30,V,, 110.06.30 ,X,,,,,,,,
3,成大裕,2,60302084,470115572,1,V,V,X, V ,X,V,X, X ,X,X,V,V,V,110.05.17,110.05.18, -   ,110.05.18嘉, 嘉 ,110.05.17,V,, 110.05.24 ,X,,,,,,,,
4,喜田投資,1,83553766,520901879,2,V,V,X, V ,X,V,X, X ,X,X,X,V,V,110.05.17,110.05.18, -   ,110.05.18嘉, 閔 ,110.05.17,V,, 110.05.17 ,X,,,,,,,,
5,黃維君地政士事務所,,87173112,470832635,,,,,,,,,,,,,,,110.06.28,,,110.06.28凱閔, 閔 ,110.06.28,V,, 110.06.28 ,,,,,,,,,
1,菁英高爾夫,,39853131,490720692,,會提供資料過來，事務所登打進去做申報即可,,,,,,,,,,,,,110.05.07,110.05.07, -   ,嘉, 嘉 ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,黃蘋科技實業,2,54106748,610400119,1,,V,X, V ,V,V,V, V ,X,V,V,V,V,110.05.28,," 33,253 ",110.06.16群嘉,霖,,,,,," 33,253 ",,,,V,,,
2,正茵,2,60452908,520407205,1,,V,V, V ,X,V,, V ,X,V,V,V,V,110.06.16,," 675,844 ",110.06.16凱閔, 霖 ,,,,,," 675,844 ",,,,,,,
3,品順室內裝潢,2,82914685,491101303,2,,V,V, V ,X,V,,X,X,V,V,X,V,110.05.25,, -   ,110.06.16群嘉,霖,,,,,, -   ,,,,V,,,
4,睿杰工程,2,82969506,491216456,1,,V,, V ,V,,V,X,X,V,V,V,V,110.06.03,," 82,904 ",110.06.16群嘉,霖,,,,,," 82,904 ",,,,V,,,
5,松田瓦斯,2,53866116,470120297,1,,V,V, V ,V,V,V, V ,V,V,V,X,V,110.05.26,," 59,287 ",110.06.16群嘉,霖,,,,, 已匯款 ," 59,287 ",,,,V,,,
6,國群建設,1,54007368,580308442,2,,V,V, V ,X,V,, X ,X,V,V,V,V,110.06.08,," 117,642 ",110.06.16群嘉,霖,,,,, V ," 117,642 ",,,,V,,,
7,玩美,2,52930961,720321781,1,,V,V, V ,X,V,V, V ,V,V,V,V,V,110.05.25,, -   ,110.06.17群嘉,霖,,,,,, -   ,,,,V,,,
8,大有工業(簽證),2,42668820,490308659,2,,V,V, V ,X,V,V, V ,V,V,V,V,V,110.05.31,, -   ,, 霖 ,,,,,, -   ,,,,,,,
9,易明包裝(簽證),1,50821241,511328209,2,,V,V, V ,X,V,V, X ,V,V,V,V,V,110.05.31,, -   ,, 霖 ,,,,,, -   ,,,,,,,
10,篤行生活(簽證),2,83577155,480200424,1,,V,V, V ,V,V,X, X ,X,V,V,V,X,110.06.03,, -   ,, 霖 ,,,,,, -   ,,,,V,,,
11,蘭埕光點開發,1,24843641,480507423,2,,V,V, V ,X,V,, V ,X,V,V,V,V,110.05.25,, -   ,110.06.17群嘉, 霖 ,,,,,,,,,,V,,,
12,北埕,2,82793465,421200145,1,,V,V, V ,X,V,V, X ,X,V,V,V,V,110.05.25,, -   ,110.06.17群嘉, 霖 ,,,,,, -   ,,,,V,,,
13,玖遠科技,2,54892838,580424863,1,,V,X, V ,V,V,X, X ,X,V,V,V,V,110.06.17,," 6,886 ",110.06.18群嘉, 霖 ,,,,,," 6,886 ",,,,V,,,
14,寬元建設,2,60202114,480920939,1,,v,x, v ,X,v,,v,x,v,v,v,v,110.06.17,," 115,169 ",110.06.18群嘉, 霖 ,,,,,," 115,169 ",,,,V,,,
18,小巷愛樂芬,2,42668194,480307192,1,,V,V, V ,X,V,V, X ,V,V,V,V,V,110.06.09,, -   ,110.06.18群嘉, 霖 ,,,,,, -   ,"※106年MP45414250($4,396,000+219,800)的進項，入未完工程須做106營所BS的更正",,,V,,,
15,范特喜(簽證),,,,,,V,,V,X,,,X,X,V,,,,110.06.30,,,先申報一版, 霖 ,,,,,, -   ,,,,,,,
16,綠光原創,2,24591693,480301446,1,,V,X, V ,X,V,, X ,X,V,V,V,V,110.06.01,, -   ,110.06.17群嘉, 霖 ,,,,,, -   ,,,,V,,,1080228停業一年
17,吉市文創,1,54593661,480507425,2,,V,X, V ,X,V,, X ,X,V,X,V,V,110.06.01,, -   ,110.06.17群嘉, 霖 ,,,,,, -   ,,,,V,,,
19,舊氏設計,2,54766972,480507240,1,,V,X, V ,V,V,, X ,X,V,V,V,V,110.06.17,," 74,004 ",110.06.18群嘉, 霖 ,,,,,," 74,004 ",,,,V,,,
20,喜埕,2,54768319,480507245,1,,V,X, V ,V,V,, X ,X,V,V,V,V,110.06.28,,,110.06.30宗霖, 霖 ,,,,,,,,,,,,,
21,木村一心,1,61940568,480301710,1,,V,X, V ,V,V,, X ,X,V,V,V,V,110.06.17,," 10,000 ",110.06.18群嘉, 霖 ,,,,,," 10,000 ",,,,V,,,
22,吳中和律師,,,,,,,,,,,,,,,,,,110.06.21,, -   ,110.06.21群嘉, 霖 ,,,,,,,,,,V,,,
23,松田個人綜所,,,,,,,,,,,,,,,,,,110.06.26群嘉,, -   ,110.06.26宗霖, 嘉 ,110.06.25,,,,,,,,,,,,
24,草悟道,,,,,,V,,V,X,V,,,,,,,,110.06.30,,,110.06.30宗霖, 霖 ,,,,,,,,,,V,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,安茁(歇業),2,60223639,480311759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,菁耀清潔(換事務所),2,62114741,520713500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,康克士(換事務所),1,82861694,491011932,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,執物學藝文創(解散),2,24831589,480411831,1,,,,,,,,,,,,,,,,,,,,,,,,,1080529 問東山國稅局(男生，沒給分機號碼)投資有價證卷要報查帳,,,,,,
,如蒂(換事務所),2,54259687,581332550,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,客戶名稱,1股份2有限3商號,統一編號,稅籍編號,1書審   2查帳,查看109年1-4營業稅裡有無108年資料並且入帳,入利息收入,利息扣繳憑單, 銀行存款餘額 ,支出證明單,完成結帳,108年核定通知書, 109年暫繳 ,固定資產變動,401彙總,營業收調節表,費用科目限額,扣繳申報調節,完成申報書(日期),檢查無誤並且申報營所稅(關貿)(日期),應納稅額,檢查,承辦,給劉會審核過,109.001  (0cpa存放),修正日期,申報書傳給客戶,已繳納回傳(營所),,,,,,,,
1,榮建,1,24835516,580324407,簽證,,,,,,,V, X ,X,V,V,V,V,110.05.31,, -   ,紜蓁, 霖 ,,,,,,,,,,,,,
2,榮奕,1,50813283,580324412,簽證,,,,,,,V, X ,V,V,V,V,V,110.05.31,, -   ,紜蓁, 霖 ,,,,,,,,,,,,,
3,安樂窩,1,64258005,481108346,簽證,,,,,,,V, X ,X,V,V,V,V,110.05.31,, -   ,紜蓁, 霖 ,,,,,,,,,,,,,
4,有本,1,54752983,510806462,簽證,,,,,,,V, X ,V,V,V,V,V,110.06.30,,,, 霖 ,,,,,,,,,,,,,
5,有本坊,1,61231600,491123747,簽證,,,,,,,V, X ,V,V,V,V,V,110.06.30,,,, 霖 ,,,,,,,,,,,,,
10,大有工業(簽證),2,42668820,490308659,簽證,V,V,V, V ,X,V,V, V ,V,V,V,V,V,110.05.31,, -   ,群嘉, 霖 ,,,,,,,,,,,,,
3,易明包裝(簽證),1,50821241,511328209,簽證,V,V,V, V ,X,V,V, X ,V,V,V,V,V,110.05.31,, -   ,紜蓁, 霖 ,,,,,,,,,,,,,
16,篤行生活(簽證),2,83577155,480200424,簽證,V,V,V, V ,V,V,X, X ,X,V,V,V,X,110.06.03,, -   ,110.06.21群嘉, 霖 ,,,,,,,,,,,,,
7,范特喜(簽證),,,,,,V,,V,X,,X,X,X,V,,,,110.06.30,,,先申報一版, 霖 ,,,,,,,,,,,,,
9,快得(簽證),2,22087352?,500206114,簽證,V,V,V,V,X,X,V,V,V,V,V,V,V,110.06.30,," 退稅142,875 ",110.06.30凱閔, 閔 ,110.06.30,V,, 110.06.30 ,X,,,,,,,,
8,立得(簽證),2,80583033,500206905,簽證,,,,,,,V,V,V,V,V,V,V,110.06.21,, -   ,110.06.21群嘉, 閔 ,110.06.30,V,, 110.06.30 ,X,立得109年已申請受疫情影響免納暫繳。,,,,,,,
12,菩提仁愛之家,,55744814,520107293,簽證,,,,,,,V,X,V,V,V,V,V,110.06.30,,,110.06.30凱閔, 閔 ,110.06.30,V,, 110.07.01 ,,,,,,,,,
13,台中蓮社,,52799907,,簽證,,,,,,,,,,,,,,客戶自行申報-,,,,,,,,,,,,,,,,,
14,高和春貴,,28433823,505910050,簽證,,,,,,,V,X,V,V,V,V,V,客戶自行申報-,,,110.05.18凱閔, 閔 ,,,,,,,,,,,,,
10,豪居建設,1,61839583,480527870,簽證,,,,,,,,x,v,v,v,v,v,110.06.15,," 952,220 ", 群嘉 , 霖 , 110.06.15 , V ,, 110.07.01 , 110.07.01 ,,,,,,,,
6,青田科技,1,22229818,500909255,簽證,V,V,V, V ,請客戶簽,V,V, V ,V,V,V,V,V,110.06.24,," 483,554 ",110.06.24群嘉, 紜 ,110.06.24,V,, 110.06.24 ,110.06.30,,,,,,,,
11,亞馬遜開發,1,42897915,480527961,簽證,,,,,,,V, V ,V,V,V,V,V,110.06.17,," 846,298 ",110.06.16霖, 紜 ,V,V,, 110.06.17 ,110.06.25,,,,,,,,
15,明機工業,1,97569768,520816133,簽證,,,,,,,V,V,V,V,V,V,V,110.05.17-客戶自行申報-,,,群嘉, 紜 ,,,,,,,,,,,,,
17,仟鑽,1,24421425,480300982,簽證,,,,,,,V, V ,V,V,V,V,V,110.05.16,110.05.24(第二次)," 1,104,253 ",110.05.18群嘉, 紜 ,V,V,, V ,110.05.28,,,,,,,,
18,全正,1,45147970,480301585,簽證,,,,,,,V, X ,X,X,V,V,V,110.05.16,110.05.16," 202,124 ",110.05.18群嘉, 紜 ,V,V,, V ,110.05.28,,,,,,,,
16,邦晉企業,2,96886718,490835134,簽證,,,,,,,V,V,V,V,V,V,V,110.06.03,," 1,122,202 ",宗霖, 紜 ,V,V,, V ,110.06.30,,,,,,,,
19,今鼎光電,,84559583,590608476,簽證,,,,,,,V,X,X,V,X,X,V,110.06.09,, -   ,110.06.09凱閔, 嘉 ,,,, 110.06.25 ,X,,,,,,,,
21,海睿海運,,24477736,031006372,簽證,,,,,,,,V,,V,V,V,V,110.06.29,," 850,533 ",宗霖, 霖 ,,,,,,,,,,,,,
22,迅通海運,,80532970,150807683,簽證,,,,,,,,,,,,,V,110.06.25,," 1,511,671 ",110.06.25, 紜 ,V,V,, 110.06.25 ,分24期,記帳士有看過營所申報書,,,,,,,
20,自由開發,,70359557,040400577,簽證,,,,,,,V,V,V,V,V,V,V,110.06.21,," 131,645 ",110.06.21群嘉, 嘉 ,,,, 110.06.25 ,,,,,,,,,
26,德聚實業,,84918568,720307394,簽證,,,,,,,V,X,V,V,X,X,V,110.06.21,, -   ,110.06.21群嘉, 嘉 ,,,, 110.06.25 ,X,,,,,,,,
23,迅通空運,1,16156730,150807682,簽證,,,,,,,,,,,,,,110.06.29,," 748,205 ",110.06.26群嘉, 紜 ,,,, 110.06.25 ,分24期,,,,,,,,
24,原騰國際,2,12699001,080107939,簽證,,,,,,,V,X,V,V,V,V,V,110.06.21,," 698,788 ",110.06.21群嘉, 嘉 ,,,, 110.06.25 ,分36期,,,,,,,,
25,瞳色光學,2,24725594,721304372,簽證,,,,,,,V,X,V,V,X,V,V,110.06.21,, -   ,110.06.21群嘉, 嘉 ,,,, 110.06.25 ,X,,,,,,,,
,森港國際,2,80520382,82009332,簽證,,,,,,,V, X ,V,V,V,V,V,110.06.16,," 85,831 ",110.06.22群嘉, 紜 ,V,V,, 110.06.24 ,110.06.30,記帳士有看過營所申報書,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,慈慧,,,,簽證,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,大智開發,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,強流有限,,28540289,360407337,簽證,108.12.19記帳士說已出走,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,益興國際,,02435972,360413111,簽證,108.12.19記帳士說已出走,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,伊達羅莎國際,,12932886,090927224,簽證,109.03.02詢問記帳士不簽證,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,瑞華國際106,1,21257322,142820896,簽證,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,瑞華國際107,1,21257322,142820896,簽證,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,瑞華國際108,1,21257322,142820896,簽證,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
